Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
WD-01908,Workday,Finance,Expense,Healthcare,Supplier Invoice -> Matching -> Approval -> Payment,Performance,Edit Healthcare Workday Expense,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Expense.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Performance
WD-01909,Workday,Finance,Expense,Healthcare,Integration Load -> Validate -> Error Handling -> Reprocess,Security,Submit Healthcare Workday Expense,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Expense.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Security
WD-01910,Workday,Finance,Expense,Healthcare,Recruiting -> Hire -> Onboard -> Time -> Payroll,Mobile,Update Healthcare Workday Expense,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Expense.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Workflow
WD-01911,Workday,Finance,Expense,Healthcare,Budget -> Expense -> Journal -> Dashboard,Workflow,Sync Healthcare Workday Expense,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Expense.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Integration
WD-01912,Workday,Finance,Expense,Manufacturing,Requisition -> Offer -> Hire -> Onboard -> Payroll,Security,Validate Manufacturing Workday Expense,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Expense.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Integration
WD-01913,Workday,Finance,Expense,Manufacturing,Employee Life Event -> Benefits -> Payroll -> Reporting,Accessibility,Update Manufacturing Workday Expense,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Expense.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Performance
WD-01914,Workday,Finance,Expense,Manufacturing,Expense Submit -> Approval -> Accounting -> Reimbursement,Performance,Close Manufacturing Workday Expense,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Expense.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,UI
WD-01915,Workday,Finance,Expense,Manufacturing,Supplier Invoice -> Matching -> Approval -> Payment,Data Migration,Export Manufacturing Workday Expense,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Expense.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Mobile
WD-01916,Workday,Finance,Expense,Manufacturing,Integration Load -> Validate -> Error Handling -> Reprocess,Data Migration,Approve Manufacturing Workday Expense,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Expense.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Functional
WD-01917,Workday,Finance,Expense,Manufacturing,Recruiting -> Hire -> Onboard -> Time -> Payroll,UI,Export Manufacturing Workday Expense,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Expense.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Regression
WD-01918,Workday,Finance,Expense,Manufacturing,Budget -> Expense -> Journal -> Dashboard,Integration,Edit Manufacturing Workday Expense,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Expense.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Data Migration
WD-01919,Workday,Finance,Expense,Education,Requisition -> Offer -> Hire -> Onboard -> Payroll,Functional,Validate Education Workday Expense,Workday access is provisioned and Education test data exists,"1. Open Workday Expense.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Functional
WD-01920,Workday,Finance,Expense,Education,Employee Life Event -> Benefits -> Payroll -> Reporting,Regression,Export Education Workday Expense,Workday access is provisioned and Education test data exists,"1. Open Workday Expense.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Accessibility
WD-01921,Workday,Finance,Expense,Education,Expense Submit -> Approval -> Accounting -> Reimbursement,Integration,Sync Education Workday Expense,Workday access is provisioned and Education test data exists,"1. Open Workday Expense.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Functional
WD-01922,Workday,Finance,Expense,Education,Supplier Invoice -> Matching -> Approval -> Payment,Functional,Update Education Workday Expense,Workday access is provisioned and Education test data exists,"1. Open Workday Expense.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Data Migration
WD-01923,Workday,Finance,Expense,Education,Integration Load -> Validate -> Error Handling -> Reprocess,Security,Validate Education Workday Expense,Workday access is provisioned and Education test data exists,"1. Open Workday Expense.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Workflow
WD-01924,Workday,Finance,Expense,Education,Recruiting -> Hire -> Onboard -> Time -> Payroll,Workflow,Reject Education Workday Expense,Workday access is provisioned and Education test data exists,"1. Open Workday Expense.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Performance
WD-01925,Workday,Finance,Expense,Education,Budget -> Expense -> Journal -> Dashboard,Integration,Validate Education Workday Expense,Workday access is provisioned and Education test data exists,"1. Open Workday Expense.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Data Migration
WD-01926,Workday,Finance,Expense,Nonprofit,Requisition -> Offer -> Hire -> Onboard -> Payroll,Data Migration,Review Nonprofit Workday Expense,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Expense.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Integration
WD-01927,Workday,Finance,Expense,Nonprofit,Employee Life Event -> Benefits -> Payroll -> Reporting,Workflow,Create Nonprofit Workday Expense,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Expense.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Data Migration
WD-01928,Workday,Finance,Expense,Nonprofit,Expense Submit -> Approval -> Accounting -> Reimbursement,Accessibility,Update Nonprofit Workday Expense,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Expense.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,UI
WD-01929,Workday,Finance,Expense,Nonprofit,Supplier Invoice -> Matching -> Approval -> Payment,Functional,Update Nonprofit Workday Expense,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Expense.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Accessibility
WD-01930,Workday,Finance,Expense,Nonprofit,Integration Load -> Validate -> Error Handling -> Reprocess,Security,Submit Nonprofit Workday Expense,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Expense.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Security
WD-01931,Workday,Finance,Expense,Nonprofit,Recruiting -> Hire -> Onboard -> Time -> Payroll,UI,Approve Nonprofit Workday Expense,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Expense.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Functional
