Test Case ID,Cloud,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-SE-03263,Service,Case,Manufacturing Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Accessibility,Search Manufacturing Support Service Case,User has Service access and Manufacturing Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Search and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,Integration
SF-SE-03264,Service,Case,Manufacturing Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Mobile,Update Manufacturing Support Service Case,User has Service access and Manufacturing Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Update and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Regression
SF-SE-03265,Service,Case,Telecom Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Security,Validate Telecom Support Service Case,User has Service access and Telecom Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Validate and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Regression
SF-SE-03266,Service,Case,Telecom Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Mobile,Search Telecom Support Service Case,User has Service access and Telecom Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Search and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Integration
SF-SE-03267,Service,Case,Telecom Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Accessibility,Sync Telecom Support Service Case,User has Service access and Telecom Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Sync and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Regression
SF-SE-03268,Service,Case,Telecom Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Regression,Update Telecom Support Service Case,User has Service access and Telecom Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Update and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Integration
SF-SE-03269,Service,Case,Telecom Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Mobile,Clone Telecom Support Service Case,User has Service access and Telecom Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Clone and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,UI
SF-SE-03270,Service,Case,Telecom Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Security,Approve Telecom Support Service Case,User has Service access and Telecom Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Approve and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Integration
SF-SE-03271,Service,Case,B2B Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Functional,Search B2B Support Service Case,User has Service access and B2B Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Search and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Integration
SF-SE-03272,Service,Case,B2B Support,Case Create -> Route -> Knowledge -> Resolve -> Close,UI,Sync B2B Support Service Case,User has Service access and B2B Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Sync and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Security
SF-SE-03273,Service,Case,B2B Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Performance,View B2B Support Service Case,User has Service access and B2B Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform View and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Mobile
SF-SE-03274,Service,Case,B2B Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Mobile,Close B2B Support Service Case,User has Service access and B2B Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Close and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Security
SF-SE-03275,Service,Case,B2B Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Functional,Export B2B Support Service Case,User has Service access and B2B Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Export and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Integration
SF-SE-03276,Service,Case,B2B Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Mobile,Close B2B Support Service Case,User has Service access and B2B Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Close and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Accessibility
SF-SE-03277,Service,Knowledge,Retail Support,Case Create -> Route -> Knowledge -> Resolve -> Close,UI,Delete Retail Support Service Knowledge,User has Service access and Retail Support data is configured,"1. Navigate to Knowledge.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Delete and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Functional
SF-SE-03278,Service,Knowledge,Retail Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Functional,Close Retail Support Service Knowledge,User has Service access and Retail Support data is configured,"1. Navigate to Knowledge.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Close and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Security
SF-SE-03279,Service,Knowledge,Retail Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,UI,Update Retail Support Service Knowledge,User has Service access and Retail Support data is configured,"1. Navigate to Knowledge.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Update and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Performance
SF-SE-03280,Service,Knowledge,Retail Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,UI,Create Retail Support Service Knowledge,User has Service access and Retail Support data is configured,"1. Navigate to Knowledge.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Create and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,UI
SF-SE-03281,Service,Knowledge,Retail Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Performance,Reassign Retail Support Service Knowledge,User has Service access and Retail Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Reassign and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,Mobile
SF-SE-03282,Service,Knowledge,Retail Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Security,Restore Retail Support Service Knowledge,User has Service access and Retail Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Restore and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Security
SF-SE-03283,Service,Knowledge,Healthcare Support,Case Create -> Route -> Knowledge -> Resolve -> Close,UI,Edit Healthcare Support Service Knowledge,User has Service access and Healthcare Support data is configured,"1. Navigate to Knowledge.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Edit and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Performance
SF-SE-03284,Service,Knowledge,Healthcare Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Regression,Validate Healthcare Support Service Knowledge,User has Service access and Healthcare Support data is configured,"1. Navigate to Knowledge.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Validate and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Performance
SF-SE-03285,Service,Knowledge,Healthcare Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Regression,Bulk Edit Healthcare Support Service Knowledge,User has Service access and Healthcare Support data is configured,"1. Navigate to Knowledge.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Bulk Edit and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,UI
SF-SE-03286,Service,Knowledge,Healthcare Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Integration,Edit Healthcare Support Service Knowledge,User has Service access and Healthcare Support data is configured,"1. Navigate to Knowledge.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Edit and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Mobile
SF-SE-03287,Service,Knowledge,Healthcare Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Integration,Sync Healthcare Support Service Knowledge,User has Service access and Healthcare Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Sync and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,Integration
SF-SE-03288,Service,Knowledge,Healthcare Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Integration,Clone Healthcare Support Service Knowledge,User has Service access and Healthcare Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Clone and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,UI
