Test Case ID,Cloud,Module,Domain,Test Type,Variant,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-FSC-02249,Financial Services,Actionable Relationship Center,Compliance,Relationship Mapping,A,Sync Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Sync action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Sync Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Relationship Mapping
SF-FSC-02250,Financial Services,Actionable Relationship Center,Compliance,Relationship Mapping,A,AML Flag Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform AML Flag action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Relationship Mapping
SF-FSC-02251,Financial Services,Actionable Relationship Center,AML/KYC,Functional,A,Archive AML/KYC Financial Services Actionable Relationship Center,User has FSC access and AML/KYC data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Archive action on AML/KYC record.\n3. Save and verify relationship mapping, rollups, compliance.",Archive AML/KYC Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Functional
SF-FSC-02252,Financial Services,Actionable Relationship Center,AML/KYC,Functional,A,Validate AML/KYC Financial Services Actionable Relationship Center,User has FSC access and AML/KYC data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Validate action on AML/KYC record.\n3. Save and verify relationship mapping, rollups, compliance.",Validate AML/KYC Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Functional
SF-FSC-02253,Financial Services,Actionable Relationship Center,AML/KYC,Functional,A,Share AML/KYC Financial Services Actionable Relationship Center,User has FSC access and AML/KYC data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Share action on AML/KYC record.\n3. Save and verify relationship mapping, rollups, compliance.",Share AML/KYC Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Functional
SF-FSC-02254,Financial Services,Actionable Relationship Center,AML/KYC,Regression,A,Bulk Edit AML/KYC Financial Services Actionable Relationship Center,User has FSC access and AML/KYC data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Bulk Edit action on AML/KYC record.\n3. Save and verify relationship mapping, rollups, compliance.",Bulk Edit AML/KYC Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Regression
SF-FSC-02255,Financial Services,Actionable Relationship Center,AML/KYC,Regression,A,Clone AML/KYC Financial Services Actionable Relationship Center,User has FSC access and AML/KYC data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Clone action on AML/KYC record.\n3. Save and verify relationship mapping, rollups, compliance.",Clone AML/KYC Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Regression
SF-FSC-02256,Financial Services,Actionable Relationship Center,AML/KYC,Regression,A,Approve AML/KYC Financial Services Actionable Relationship Center,User has FSC access and AML/KYC data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Approve action on AML/KYC record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve AML/KYC Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Regression
SF-FSC-02257,Financial Services,Actionable Relationship Center,AML/KYC,UI,A,Clone AML/KYC Financial Services Actionable Relationship Center,User has FSC access and AML/KYC data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Clone action on AML/KYC record.\n3. Save and verify relationship mapping, rollups, compliance.",Clone AML/KYC Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,UI
SF-FSC-02258,Financial Services,Actionable Relationship Center,AML/KYC,UI,A,Restore AML/KYC Financial Services Actionable Relationship Center,User has FSC access and AML/KYC data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Restore action on AML/KYC record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore AML/KYC Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,UI
SF-FSC-02259,Financial Services,Actionable Relationship Center,AML/KYC,UI,A,Bulk Edit AML/KYC Financial Services Actionable Relationship Center,User has FSC access and AML/KYC data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Bulk Edit action on AML/KYC record.\n3. Save and verify relationship mapping, rollups, compliance.",Bulk Edit AML/KYC Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,UI
SF-FSC-02260,Financial Services,Actionable Relationship Center,AML/KYC,Integration,A,Reject AML/KYC Financial Services Actionable Relationship Center,User has FSC access and AML/KYC data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Reject action on AML/KYC record.\n3. Save and verify relationship mapping, rollups, compliance.",Reject AML/KYC Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Integration
